timestamp,symbol,timeframe,foundation_version,oi_delta_reliable,zscore_baseline_status,scenario_label,scenario_disposition,setup_type,efficient_build_quality,efficient_build_quality_reason,scenario_reasons,mode_c_risks,mode_a_reasons,block_reasons,hard_filter_reasons,crowding_status,crowding_side,taker_price_divergence,absorption_candidate,climax_candidate,regime_warning,expansion_subtype,compression_type,final_entry_permission,final_structural_permission,structural_block_reason,structural_warning_reason,structural_confidence_multiplier,bucket_is_closed,bucket_completion_pct,volume_z_reliable,oi_delta_z_reliable
2026-05-12T02:35:27.217129Z,BCHUSDT,15m,v2_option_a,False,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow|oi_delta_unreliable|clarity_below_threshold|continuation_choppy_regime,scenario_not_allow|oi_delta_unreliable|clarity_below_threshold|continuation_choppy_regime,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.36369553,True,True
2026-05-14T01:26:55.685286Z,LABUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: HIGH,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,neutral,none,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.7952484622222222,True,True
2026-05-14T01:26:55.685286Z,BILLUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,neutral,none,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.7952531533333334,True,True
2026-05-14T01:26:55.685286Z,IRYSUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|chasing_pump_candle,mixed_context_blocked|scenario_not_allow|chasing_pump_candle,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_ALLOW,,,1.0,False,0.7953519566666667,True,True
2026-05-14T01:26:55.685286Z,BBUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,efficient_build_taker_divergence_wait,efficient_build_taker_divergence_wait,extreme_crowded_short,short,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.795629421111111,True,True
2026-05-14T01:26:55.685286Z,BASEDUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Higher timeframe control is seller dominant, which weakens local conviction.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.",Counter-trend setup|Distribution Risk: MEDIUM,continuation_flow_alignment_below_threshold|continuation_higher_timeframe_not_aligned|decision_bridge_low_htf_oi_percentile,continuation_flow_alignment_below_threshold|continuation_higher_timeframe_not_aligned|decision_bridge_low_htf_oi_percentile,crowded_short,short,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.7955624577777778,True,True
2026-05-14T01:26:55.685286Z,HUMAUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,scenario_not_allow,scenario_not_allow,neutral,none,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.7957335666666667,True,True
2026-05-14T01:26:55.685286Z,FFUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.7954396566666667,True,True
2026-05-14T01:26:55.685286Z,AIGENSYNUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,neutral,none,True,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.7953970366666667,True,True
2026-05-14T01:38:06.867757Z,PENDLEUSDT,15m,v2_option_a,False,FLAT_BASELINE,range_context,wait,Continuation,WAIT,taker_price_divergence,,"Open interest is falling, so the move may be driven by closing rather than fresh commitment.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,range_context_blocked|scenario_not_allow|oi_delta_unreliable,range_context_blocked|scenario_not_allow|oi_delta_unreliable,neutral,none,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.5413641833333334,True,False
2026-05-14T01:37:00.892264Z,GTCUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Higher timeframe control is seller dominant, which weakens local conviction.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.",Counter-trend setup|Distribution Risk: MEDIUM,continuation_flow_alignment_below_threshold|continuation_higher_timeframe_not_aligned,continuation_flow_alignment_below_threshold|continuation_higher_timeframe_not_aligned,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4683152855555555,True,True
2026-05-14T01:41:44.628450Z,SAGAUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,neutral,none,True,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.7829811922222223,True,True
2026-05-14T01:41:44.628450Z,TRUTHUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,REDUCE_OR_WAIT,extreme_crowding,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|chasing_pump_candle,mixed_context_blocked|scenario_not_allow|chasing_pump_candle,extreme_crowded_long,long,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_ALLOW,,,1.0,False,0.7829992344444444,True,True
2026-05-14T01:41:44.628450Z,BBUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,extreme_crowded_short,short,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.7833385033333333,True,True
2026-05-14T01:41:44.628450Z,QUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,crowded_long,long,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.7830580277777778,True,True
2026-05-14T01:41:44.628450Z,PENDLEUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is falling, so the move may be driven by closing rather than fresh commitment.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,range_context_blocked|scenario_not_allow,range_context_blocked|scenario_not_allow,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.7833339355555555,True,True
2026-05-14T01:41:44.628450Z,TONUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Higher timeframe control is seller dominant, which weakens local conviction.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow|clarity_below_threshold,scenario_not_allow|clarity_below_threshold,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.7830040711111111,True,True
2026-05-14T01:41:44.628450Z,SKYAIUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Higher timeframe control is seller dominant, which weakens local conviction.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow|clarity_below_threshold|exhaustion_oi_climax,scenario_not_allow|clarity_below_threshold|exhaustion_oi_climax,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.7830760311111111,True,True
2026-05-14T01:42:03.809662Z,BILLUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,crowded_long,long,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_ALLOW,,,1.0,False,0.8042818711111112,True,True
2026-05-14T01:42:03.809662Z,SAGAUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,neutral,none,True,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.8042953833333334,True,True
2026-05-14T01:42:03.809662Z,BBUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,efficient_build_taker_divergence_wait,efficient_build_taker_divergence_wait,extreme_crowded_short,short,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.8046675644444445,True,True
2026-05-14T01:42:03.809662Z,GUAUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: MEDIUM,continuation_flow_alignment_below_threshold|continuation_taker_not_aligned,continuation_flow_alignment_below_threshold|continuation_taker_not_aligned,crowded_long,long,True,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.80444919,True,True
2026-05-14T01:42:03.809662Z,QUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,crowded_long,long,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.8043751833333334,True,True
2026-05-14T01:42:03.809662Z,PENDLEUSDT,15m,v2_option_a,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,range_context_blocked|scenario_not_allow,range_context_blocked|scenario_not_allow,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.8046541588888889,True,True
